2025-08-04 00:07:46,403 - INFO - Configuration loaded successfully.
2025-08-04 00:07:47,173 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:07:47,179 - INFO - Bot is starting...
2025-08-04 00:07:47,182 - INFO - Bot is running in POLLING mode.
2025-08-04 00:07:47,182 - INFO - Starting bot in polling mode...
2025-08-04 00:07:47,579 - INFO - Start polling
2025-08-04 00:07:47,767 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:07:59,548 - INFO - Update id=331454695 is handled. Duration 531 ms by bot id=8170384586
2025-08-04 00:08:04,066 - INFO - Update id=331454696 is handled. Duration 183 ms by bot id=8170384586
2025-08-04 00:12:35,672 - WARNING - Received SIGINT signal
2025-08-04 00:12:35,684 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:12:35,684 - INFO - Polling stopped
2025-08-04 00:13:16,929 - INFO - Configuration loaded successfully.
2025-08-04 00:13:18,490 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:13:18,497 - INFO - Bot is starting...
2025-08-04 00:13:18,500 - INFO - Bot is running in POLLING mode.
2025-08-04 00:13:18,500 - INFO - Starting bot in polling mode...
2025-08-04 00:13:24,304 - INFO - Start polling
2025-08-04 00:13:24,506 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:13:27,986 - INFO - Update id=331454698 is handled. Duration 381 ms by bot id=8170384586
2025-08-04 00:13:29,629 - INFO - Update id=331454699 is handled. Duration 209 ms by bot id=8170384586
2025-08-04 00:13:50,869 - WARNING - Received SIGINT signal
2025-08-04 00:13:50,873 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:13:50,880 - INFO - Polling stopped
2025-08-04 00:13:50,889 - WARNING - Received SIGINT signal
2025-08-04 00:13:51,065 - WARNING - Received SIGINT signal
2025-08-04 00:15:01,563 - INFO - Configuration loaded successfully.
2025-08-04 00:15:02,439 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:15:02,446 - INFO - Bot is starting...
2025-08-04 00:15:02,447 - INFO - Bot is running in POLLING mode.
2025-08-04 00:15:02,448 - INFO - Starting bot in polling mode...
2025-08-04 00:15:02,973 - INFO - Start polling
2025-08-04 00:15:03,090 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:15:05,954 - INFO - Update id=331454700 is handled. Duration 438 ms by bot id=8170384586
2025-08-04 00:15:07,536 - INFO - Update id=331454701 is handled. Duration 203 ms by bot id=8170384586
2025-08-04 00:18:17,483 - WARNING - Received SIGINT signal
2025-08-04 00:18:17,484 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:18:17,485 - INFO - Polling stopped
2025-08-04 00:18:17,710 - WARNING - Received SIGINT signal
2025-08-04 00:18:29,299 - INFO - Configuration loaded successfully.
2025-08-04 00:18:30,149 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:18:30,154 - INFO - Bot is starting...
2025-08-04 00:18:30,154 - INFO - Bot is running in POLLING mode.
2025-08-04 00:18:30,155 - INFO - Starting bot in polling mode...
2025-08-04 00:18:35,534 - INFO - Start polling
2025-08-04 00:18:35,703 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:18:40,016 - INFO - Update id=331454703 is handled. Duration 426 ms by bot id=8170384586
2025-08-04 00:18:41,630 - INFO - Update id=331454704 is handled. Duration 175 ms by bot id=8170384586
2025-08-04 00:20:22,173 - WARNING - Received SIGINT signal
2025-08-04 00:20:22,384 - WARNING - Received SIGINT signal
2025-08-04 00:20:22,472 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:20:22,489 - INFO - Polling stopped
2025-08-04 00:20:22,539 - WARNING - Received SIGINT signal
2025-08-04 00:20:22,600 - WARNING - Received SIGINT signal
2025-08-04 00:20:22,829 - WARNING - Received SIGINT signal
2025-08-04 00:20:35,356 - INFO - Configuration loaded successfully.
2025-08-04 00:20:36,303 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:20:36,305 - INFO - Bot is starting...
2025-08-04 00:20:36,306 - INFO - Bot is running in POLLING mode.
2025-08-04 00:20:36,306 - INFO - Starting bot in polling mode...
2025-08-04 00:20:36,985 - INFO - Start polling
2025-08-04 00:20:37,186 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:20:39,701 - INFO - Update id=331454705 is handled. Duration 828 ms by bot id=8170384586
2025-08-04 00:20:40,982 - INFO - Update id=331454706 is handled. Duration 177 ms by bot id=8170384586
2025-08-04 00:22:59,300 - WARNING - Received SIGINT signal
2025-08-04 00:22:59,302 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:22:59,302 - INFO - Polling stopped
2025-08-04 00:22:59,466 - WARNING - Received SIGINT signal
2025-08-04 00:23:11,130 - INFO - Configuration loaded successfully.
2025-08-04 00:23:12,288 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:23:12,290 - INFO - Bot is starting...
2025-08-04 00:23:12,292 - INFO - Bot is running in POLLING mode.
2025-08-04 00:23:12,293 - INFO - Starting bot in polling mode...
2025-08-04 00:23:12,840 - INFO - Start polling
2025-08-04 00:23:13,074 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:23:15,797 - INFO - Update id=331454707 is handled. Duration 640 ms by bot id=8170384586
2025-08-04 00:23:17,565 - INFO - Update id=331454708 is handled. Duration 142 ms by bot id=8170384586
2025-08-04 00:23:36,181 - WARNING - Received SIGINT signal
2025-08-04 00:23:36,185 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:23:36,186 - INFO - Polling stopped
2025-08-04 00:23:36,401 - WARNING - Received SIGINT signal
2025-08-04 00:23:46,846 - INFO - Configuration loaded successfully.
2025-08-04 00:23:47,568 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:23:47,571 - INFO - Bot is starting...
2025-08-04 00:23:47,572 - INFO - Bot is running in POLLING mode.
2025-08-04 00:23:47,572 - INFO - Starting bot in polling mode...
2025-08-04 00:23:48,140 - INFO - Start polling
2025-08-04 00:23:48,334 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:23:51,452 - INFO - Update id=331454709 is handled. Duration 386 ms by bot id=8170384586
2025-08-04 00:23:52,732 - INFO - Update id=331454710 is handled. Duration 203 ms by bot id=8170384586
2025-08-04 00:25:49,312 - WARNING - Received SIGINT signal
2025-08-04 00:25:49,343 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:25:49,346 - INFO - Polling stopped
2025-08-04 00:25:49,571 - WARNING - Received SIGINT signal
2025-08-04 00:26:11,134 - INFO - Configuration loaded successfully.
2025-08-04 00:26:13,302 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:26:13,307 - INFO - Bot is starting...
2025-08-04 00:26:13,311 - INFO - Bot is running in POLLING mode.
2025-08-04 00:26:13,312 - INFO - Starting bot in polling mode...
2025-08-04 00:26:18,755 - INFO - Start polling
2025-08-04 00:26:18,871 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:26:31,496 - INFO - Update id=331454711 is handled. Duration 427 ms by bot id=8170384586
2025-08-04 00:26:32,931 - INFO - Update id=331454712 is handled. Duration 178 ms by bot id=8170384586
2025-08-04 00:28:01,440 - WARNING - Received SIGINT signal
2025-08-04 00:28:01,454 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:28:01,455 - INFO - Polling stopped
2025-08-04 00:29:00,488 - INFO - Configuration loaded successfully.
2025-08-04 00:29:01,289 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:29:01,297 - INFO - Bot is starting...
2025-08-04 00:29:01,299 - INFO - Bot is running in POLLING mode.
2025-08-04 00:29:01,299 - INFO - Starting bot in polling mode...
2025-08-04 00:29:02,117 - INFO - Start polling
2025-08-04 00:29:02,235 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:29:04,121 - INFO - Update id=331454713 is handled. Duration 453 ms by bot id=8170384586
2025-08-04 00:29:05,213 - INFO - Update id=331454714 is handled. Duration 233 ms by bot id=8170384586
2025-08-04 00:29:07,221 - WARNING - Received SIGINT signal
2025-08-04 00:29:07,222 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:29:07,222 - INFO - Polling stopped
2025-08-04 00:29:07,433 - WARNING - Received SIGINT signal
2025-08-04 00:31:09,013 - INFO - Configuration loaded successfully.
2025-08-04 00:31:10,240 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:31:10,249 - INFO - Bot is starting...
2025-08-04 00:31:10,249 - INFO - Bot is running in POLLING mode.
2025-08-04 00:31:10,250 - INFO - Starting bot in polling mode...
2025-08-04 00:31:10,685 - INFO - Start polling
2025-08-04 00:31:10,800 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:31:14,498 - INFO - Update id=331454716 is handled. Duration 474 ms by bot id=8170384586
2025-08-04 00:31:16,297 - INFO - Update id=331454717 is handled. Duration 143 ms by bot id=8170384586
2025-08-04 00:31:28,978 - WARNING - Received SIGINT signal
2025-08-04 00:31:28,984 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:31:28,984 - INFO - Polling stopped
2025-08-04 00:31:29,154 - WARNING - Received SIGINT signal
2025-08-04 00:32:10,073 - INFO - Configuration loaded successfully.
2025-08-04 00:32:10,706 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:32:10,712 - INFO - Bot is starting...
2025-08-04 00:32:10,715 - INFO - Bot is running in POLLING mode.
2025-08-04 00:32:10,715 - INFO - Starting bot in polling mode...
2025-08-04 00:32:11,140 - INFO - Start polling
2025-08-04 00:32:11,351 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:32:13,871 - INFO - Update id=331454718 is handled. Duration 417 ms by bot id=8170384586
2025-08-04 00:32:15,237 - INFO - Update id=331454719 is handled. Duration 205 ms by bot id=8170384586
2025-08-04 00:32:26,236 - WARNING - Received SIGINT signal
2025-08-04 00:32:26,240 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:32:26,244 - INFO - Polling stopped
2025-08-04 00:32:37,019 - INFO - Configuration loaded successfully.
2025-08-04 00:32:37,766 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:32:37,769 - INFO - Bot is starting...
2025-08-04 00:32:37,770 - INFO - Bot is running in POLLING mode.
2025-08-04 00:32:37,770 - INFO - Starting bot in polling mode...
2025-08-04 00:32:38,386 - INFO - Start polling
2025-08-04 00:32:38,585 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:32:42,421 - INFO - Update id=331454720 is handled. Duration 421 ms by bot id=8170384586
2025-08-04 00:32:43,601 - INFO - Update id=331454721 is handled. Duration 201 ms by bot id=8170384586
2025-08-04 00:34:36,050 - WARNING - Received SIGINT signal
2025-08-04 00:34:36,052 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:34:36,052 - INFO - Polling stopped
2025-08-04 00:34:36,216 - WARNING - Received SIGINT signal
2025-08-04 00:34:47,606 - INFO - Configuration loaded successfully.
2025-08-04 00:34:48,455 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:34:48,457 - INFO - Bot is starting...
2025-08-04 00:34:48,462 - INFO - Bot is running in POLLING mode.
2025-08-04 00:34:48,463 - INFO - Starting bot in polling mode...
2025-08-04 00:34:54,117 - INFO - Start polling
2025-08-04 00:34:54,236 - INFO - Run polling for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:34:57,996 - INFO - Update id=331454723 is handled. Duration 579 ms by bot id=8170384586
2025-08-04 00:34:59,437 - INFO - Update id=331454724 is handled. Duration 231 ms by bot id=8170384586
2025-08-04 00:36:12,497 - WARNING - Received SIGINT signal
2025-08-04 00:36:12,506 - INFO - Polling stopped for bot @waterasdbot id=8170384586 - 'Water'
2025-08-04 00:36:12,506 - INFO - Polling stopped
2025-08-04 00:36:12,650 - WARNING - Received SIGINT signal
2025-08-04 00:36:24,438 - INFO - Configuration loaded successfully.
2025-08-04 00:36:25,655 - INFO - Bot and Dispatcher initialized successfully.
2025-08-04 00:36:25,656 - INFO - Bot is starting...
2025-08-04 00:36:25,657 - INFO - Bot is running in POLLING mode.
2025-08-04 00:36:25,657 - INFO - Starting bot in polling mode...
2025-08-04 00:36:26,435 - INFO - Start polling
